student_id,faculty_id,subject,class_day,attendance
3,4,Cloud Computing,8,0
3,4,Cloud Computing,9,1
3,4,Cloud Computing,10,1
3,5,Java Full Stack,1,0
3,5,Java Full Stack,2,1
3,5,Java Full Stack,3,1
3,5,Java Full Stack,4,0
3,5,Java Full Stack,5,1
3,5,Java Full Stack,6,1
3,5,Java Full Stack,7,0
3,5,Java Full Stack,8,1
3,5,Java Full Stack,9,1
3,5,Java Full Stack,10,0
4,1,Major Project,1,0
4,1,Major Project,2,1
4,1,Major Project,3,1
4,1,Major Project,4,1
4,1,Major Project,5,1
4,1,Major Project,6,1
4,1,Major Project,7,1
4,1,Major Project,8,1
4,1,Major Project,9,1
4,1,Major Project,10,1
4,2,Maths,1,1
4,2,Maths,2,1
4,2,Maths,3,1
4,2,Maths,4,1
4,2,Maths,5,1
4,2,Maths,6,1
4,2,Maths,7,1
4,2,Maths,8,1
4,2,Maths,9,1
4,2,Maths,10,1
4,3,Data Analytics,1,1
4,3,Data Analytics,2,1
4,3,Data Analytics,3,1
4,3,Data Analytics,4,1
4,3,Data Analytics,5,1
4,3,Data Analytics,6,1
4,3,Data Analytics,7,1
4,3,Data Analytics,8,0
4,3,Data Analytics,9,1
4,3,Data Analytics,10,1
4,4,Cloud Computing,1,0
4,4,Cloud Computing,2,1
4,4,Cloud Computing,3,1
4,4,Cloud Computing,4,0
4,4,Cloud Computing,5,1
4,4,Cloud Computing,6,1
4,4,Cloud Computing,7,0
4,4,Cloud Computing,8,1
4,4,Cloud Computing,9,1
4,4,Cloud Computing,10,0
4,5,Java Full Stack,1,1
4,5,Java Full Stack,2,1
4,5,Java Full Stack,3,1
4,5,Java Full Stack,4,1
4,5,Java Full Stack,5,1
4,5,Java Full Stack,6,0
4,5,Java Full Stack,7,1
4,5,Java Full Stack,8,1
4,5,Java Full Stack,9,0
4,5,Java Full Stack,10,1
5,1,Major Project,1,1
5,1,Major Project,2,1
5,1,Major Project,3,1
5,1,Major Project,4,1
5,1,Major Project,5,1
5,1,Major Project,6,0
5,1,Major Project,7,1
5,1,Major Project,8,1
5,1,Major Project,9,1
5,1,Major Project,10,1
5,2,Maths,1,1
5,2,Maths,2,0
5,2,Maths,3,1
5,2,Maths,4,1
5,2,Maths,5,1
5,2,Maths,6,1
5,2,Maths,7,1
5,2,Maths,8,1
5,2,Maths,9,1
5,2,Maths,10,1
5,3,Data Analytics,1,0
5,3,Data Analytics,2,1
5,3,Data Analytics,3,1
5,3,Data Analytics,4,1
5,3,Data Analytics,5,1
5,3,Data Analytics,6,1
5,3,Data Analytics,7,1
5,3,Data Analytics,8,1
5,3,Data Analytics,9,1
5,3,Data Analytics,10,1
5,4,Cloud Computing,1,1
5,4,Cloud Computing,2,1
5,4,Cloud Computing,3,0
5,4,Cloud Computing,4,1
5,4,Cloud Computing,5,1
5,4,Cloud Computing,6,0
5,4,Cloud Computing,7,1
5,4,Cloud Computing,8,1
5,4,Cloud Computing,9,1
5,4,Cloud Computing,10,1
5,5,Java Full Stack,1,1
5,5,Java Full Stack,2,1
5,5,Java Full Stack,3,1
5,5,Java Full Stack,4,1
5,5,Java Full Stack,5,0
5,5,Java Full Stack,6,1
5,5,Java Full Stack,7,1
5,5,Java Full Stack,8,0
5,5,Java Full Stack,9,1
5,5,Java Full Stack,10,1
6,1,Major Project,1,1
6,1,Major Project,2,1
6,1,Major Project,3,1
6,1,Major Project,4,1
6,1,Major Project,5,1
6,1,Major Project,6,1
6,1,Major Project,7,1
6,1,Major Project,8,1
6,1,Major Project,9,1
6,1,Major Project,10,1
6,2,Maths,1,1
6,2,Maths,2,1
6,2,Maths,3,1
6,2,Maths,4,1
6,2,Maths,5,1
6,2,Maths,6,1
6,2,Maths,7,1
6,2,Maths,8,1
6,2,Maths,9,1
6,2,Maths,10,1
6,3,Data Analytics,1,1
6,3,Data Analytics,2,1
6,3,Data Analytics,3,1
6,3,Data Analytics,4,1
6,3,Data Analytics,5,1
6,3,Data Analytics,6,1
6,3,Data Analytics,7,1
6,3,Data Analytics,8,1
6,3,Data Analytics,9,1
6,3,Data Analytics,10,1
6,4,Cloud Computing,1,1
6,4,Cloud Computing,2,1
6,4,Cloud Computing,3,1
6,4,Cloud Computing,4,1
6,4,Cloud Computing,5,1
6,4,Cloud Computing,6,1
6,4,Cloud Computing,7,1
6,4,Cloud Computing,8,1
6,4,Cloud Computing,9,1
6,4,Cloud Computing,10,1
6,5,Java Full Stack,1,1
6,5,Java Full Stack,2,1
6,5,Java Full Stack,3,1
6,5,Java Full Stack,4,1
6,5,Java Full Stack,5,1
6,5,Java Full Stack,6,1
6,5,Java Full Stack,7,0
6,5,Java Full Stack,8,1
6,5,Java Full Stack,9,1
6,5,Java Full Stack,10,0
7,1,Major Project,1,1
7,1,Major Project,2,1
7,1,Major Project,3,1
7,1,Major Project,4,1
7,1,Major Project,5,1
7,1,Major Project,6,1
7,1,Major Project,7,1
7,1,Major Project,8,1
7,1,Major Project,9,1
7,1,Major Project,10,1
7,2,Maths,1,1
7,2,Maths,2,1
7,2,Maths,3,1
7,2,Maths,4,1
7,2,Maths,5,1
7,2,Maths,6,1
7,2,Maths,7,1
7,2,Maths,8,1
7,2,Maths,9,1
7,2,Maths,10,1
7,3,Data Analytics,1,1
7,3,Data Analytics,2,1
7,3,Data Analytics,3,1
7,3,Data Analytics,4,1
7,3,Data Analytics,5,0
7,3,Data Analytics,6,1
7,3,Data Analytics,7,1
7,3,Data Analytics,8,1
7,3,Data Analytics,9,1
7,3,Data Analytics,10,1
7,4,Cloud Computing,1,0
7,4,Cloud Computing,2,1
7,4,Cloud Computing,3,1
7,4,Cloud Computing,4,0
7,4,Cloud Computing,5,1
7,4,Cloud Computing,6,1
7,4,Cloud Computing,7,1
7,4,Cloud Computing,8,1
7,4,Cloud Computing,9,1
7,4,Cloud Computing,10,1
7,5,Java Full Stack,1,1
7,5,Java Full Stack,2,1
7,5,Java Full Stack,3,0
7,5,Java Full Stack,4,1
7,5,Java Full Stack,5,1
7,5,Java Full Stack,6,0
7,5,Java Full Stack,7,1
7,5,Java Full Stack,8,1
7,5,Java Full Stack,9,1
7,5,Java Full Stack,10,1
8,1,Major Project,1,1
8,1,Major Project,2,1
8,1,Major Project,3,1
8,1,Major Project,4,1
8,1,Major Project,5,1
8,1,Major Project,6,1
8,1,Major Project,7,1
8,1,Major Project,8,1
8,1,Major Project,9,1
8,1,Major Project,10,1
8,2,Maths,1,1
8,2,Maths,2,1
8,2,Maths,3,1
8,2,Maths,4,1
8,2,Maths,5,1
8,2,Maths,6,1
8,2,Maths,7,1
8,2,Maths,8,1
8,2,Maths,9,1
8,2,Maths,10,1
8,3,Data Analytics,1,1
8,3,Data Analytics,2,1
8,3,Data Analytics,3,1
8,3,Data Analytics,4,1
8,3,Data Analytics,5,1
8,3,Data Analytics,6,1
8,3,Data Analytics,7,0
8,3,Data Analytics,8,1
8,3,Data Analytics,9,1
8,3,Data Analytics,10,1
8,4,Cloud Computing,1,1
8,4,Cloud Computing,2,1
8,4,Cloud Computing,3,1
8,4,Cloud Computing,4,1
8,4,Cloud Computing,5,1
8,4,Cloud Computing,6,1
8,4,Cloud Computing,7,1
8,4,Cloud Computing,8,1
8,4,Cloud Computing,9,1
8,4,Cloud Computing,10,1
8,5,Java Full Stack,1,1
8,5,Java Full Stack,2,1
8,5,Java Full Stack,3,1
8,5,Java Full Stack,4,1
8,5,Java Full Stack,5,0
8,5,Java Full Stack,6,1
8,5,Java Full Stack,7,1
8,5,Java Full Stack,8,0
8,5,Java Full Stack,9,1
8,5,Java Full Stack,10,1
9,1,Major Project,1,1
9,1,Major Project,2,1
9,1,Major Project,3,1
9,1,Major Project,4,1
9,1,Major Project,5,1
9,1,Major Project,6,1
9,1,Major Project,7,1
9,1,Major Project,8,1
9,1,Major Project,9,1
9,1,Major Project,10,1
9,2,Maths,1,1
9,2,Maths,2,1
9,2,Maths,3,1
9,2,Maths,4,1
9,2,Maths,5,1
9,2,Maths,6,1
9,2,Maths,7,0
9,2,Maths,8,1
9,2,Maths,9,1
9,2,Maths,10,1
9,3,Data Analytics,1,1
9,3,Data Analytics,2,1
9,3,Data Analytics,3,1
9,3,Data Analytics,4,1
9,3,Data Analytics,5,1
9,3,Data Analytics,6,0
9,3,Data Analytics,7,1
9,3,Data Analytics,8,1
9,3,Data Analytics,9,1
9,3,Data Analytics,10,1
9,4,Cloud Computing,1,1
9,4,Cloud Computing,2,0
9,4,Cloud Computing,3,1
9,4,Cloud Computing,4,1
9,4,Cloud Computing,5,1
9,4,Cloud Computing,6,1
9,4,Cloud Computing,7,1
9,4,Cloud Computing,8,0
9,4,Cloud Computing,9,1
9,4,Cloud Computing,10,1
9,5,Java Full Stack,1,1
9,5,Java Full Stack,2,1
9,5,Java Full Stack,3,1
9,5,Java Full Stack,4,0
9,5,Java Full Stack,5,1
9,5,Java Full Stack,6,1
9,5,Java Full Stack,7,0
9,5,Java Full Stack,8,1
9,5,Java Full Stack,9,1
9,5,Java Full Stack,10,0
10,1,Major Project,1,1
10,1,Major Project,2,1
10,1,Major Project,3,1
10,1,Major Project,4,0
10,1,Major Project,5,1
10,1,Major Project,6,1
10,1,Major Project,7,1
10,1,Major Project,8,1
10,1,Major Project,9,1
10,1,Major Project,10,1
10,2,Maths,1,1
10,2,Maths,2,1
10,2,Maths,3,1
10,2,Maths,4,1
10,2,Maths,5,1
10,2,Maths,6,1
10,2,Maths,7,1
10,2,Maths,8,1
10,2,Maths,9,0
10,2,Maths,10,1
10,3,Data Analytics,1,1
10,3,Data Analytics,2,0
10,3,Data Analytics,3,1
10,3,Data Analytics,4,1
10,3,Data Analytics,5,0
10,3,Data Analytics,6,1
10,3,Data Analytics,7,1
10,3,Data Analytics,8,0
10,3,Data Analytics,9,1
10,3,Data Analytics,10,1
10,4,Cloud Computing,1,0
10,4,Cloud Computing,2,1
10,4,Cloud Computing,3,1
10,4,Cloud Computing,4,0
10,4,Cloud Computing,5,1
10,4,Cloud Computing,6,1
10,4,Cloud Computing,7,0
10,4,Cloud Computing,8,1
10,4,Cloud Computing,9,1
10,4,Cloud Computing,10,0
10,5,Java Full Stack,1,1
10,5,Java Full Stack,2,1
10,5,Java Full Stack,3,0
10,5,Java Full Stack,4,1
10,5,Java Full Stack,5,1
10,5,Java Full Stack,6,0
10,5,Java Full Stack,7,1
10,5,Java Full Stack,8,1
10,5,Java Full Stack,9,0
10,5,Java Full Stack,10,1
11,1,Major Project,1,1
11,1,Major Project,2,1
11,1,Major Project,3,1
11,1,Major Project,4,1
11,1,Major Project,5,1
11,1,Major Project,6,0
11,1,Major Project,7,1
11,1,Major Project,8,1
11,1,Major Project,9,1
11,1,Major Project,10,1
11,2,Maths,1,1
11,2,Maths,2,1
11,2,Maths,3,1
11,2,Maths,4,1
11,2,Maths,5,1
11,2,Maths,6,1
11,2,Maths,7,1
11,2,Maths,8,1
11,2,Maths,9,1
11,2,Maths,10,1
11,3,Data Analytics,1,1
11,3,Data Analytics,2,1
11,3,Data Analytics,3,1
11,3,Data Analytics,4,0
11,3,Data Analytics,5,1
11,3,Data Analytics,6,1
11,3,Data Analytics,7,0
11,3,Data Analytics,8,1
11,3,Data Analytics,9,1
11,3,Data Analytics,10,0
11,4,Cloud Computing,1,1
11,4,Cloud Computing,2,1
11,4,Cloud Computing,3,0
11,4,Cloud Computing,4,1
11,4,Cloud Computing,5,1
11,4,Cloud Computing,6,0
11,4,Cloud Computing,7,1
11,4,Cloud Computing,8,1
11,4,Cloud Computing,9,0
11,4,Cloud Computing,10,1
11,5,Java Full Stack,1,1
11,5,Java Full Stack,2,0
11,5,Java Full Stack,3,1
11,5,Java Full Stack,4,1
11,5,Java Full Stack,5,0
11,5,Java Full Stack,6,1
11,5,Java Full Stack,7,1
11,5,Java Full Stack,8,0
11,5,Java Full Stack,9,1
11,5,Java Full Stack,10,1
12,1,Major Project,1,1
12,1,Major Project,2,1
12,1,Major Project,3,1
12,1,Major Project,4,1
12,1,Major Project,5,0
12,1,Major Project,6,1
12,1,Major Project,7,1
12,1,Major Project,8,0
12,1,Major Project,9,1
12,1,Major Project,10,1
12,2,Maths,1,1
12,2,Maths,2,1
12,2,Maths,3,1
12,2,Maths,4,1
12,2,Maths,5,1
12,2,Maths,6,1
12,2,Maths,7,1
12,2,Maths,8,1
12,2,Maths,9,1
12,2,Maths,10,1
12,3,Data Analytics,1,1
12,3,Data Analytics,2,1
12,3,Data Analytics,3,0
12,3,Data Analytics,4,1
12,3,Data Analytics,5,1
12,3,Data Analytics,6,0
12,3,Data Analytics,7,1
12,3,Data Analytics,8,1
12,3,Data Analytics,9,0
12,3,Data Analytics,10,1
12,4,Cloud Computing,1,1
12,4,Cloud Computing,2,0
12,4,Cloud Computing,3,1
12,4,Cloud Computing,4,1
12,4,Cloud Computing,5,0
12,4,Cloud Computing,6,1
12,4,Cloud Computing,7,1
12,4,Cloud Computing,8,0
12,4,Cloud Computing,9,1
12,4,Cloud Computing,10,1
12,5,Java Full Stack,1,0
12,5,Java Full Stack,2,1
12,5,Java Full Stack,3,1
12,5,Java Full Stack,4,0
12,5,Java Full Stack,5,1
12,5,Java Full Stack,6,1
12,5,Java Full Stack,7,0
12,5,Java Full Stack,8,1
12,5,Java Full Stack,9,1
12,5,Java Full Stack,10,0
13,1,Major Project,1,1
13,1,Major Project,2,1
13,1,Major Project,3,1
13,1,Major Project,4,1
13,1,Major Project,5,1
13,1,Major Project,6,1
13,1,Major Project,7,1
13,1,Major Project,8,1
13,1,Major Project,9,1
13,1,Major Project,10,1
13,2,Maths,1,1
13,2,Maths,2,1
13,2,Maths,3,1
13,2,Maths,4,1
13,2,Maths,5,1
13,2,Maths,6,1
13,2,Maths,7,1
13,2,Maths,8,1
13,2,Maths,9,0
13,2,Maths,10,1
13,3,Data Analytics,1,1
13,3,Data Analytics,2,0
13,3,Data Analytics,3,1
13,3,Data Analytics,4,1
13,3,Data Analytics,5,0
13,3,Data Analytics,6,1
13,3,Data Analytics,7,1
13,3,Data Analytics,8,0
13,3,Data Analytics,9,1
13,3,Data Analytics,10,1
13,4,Cloud Computing,1,0
13,4,Cloud Computing,2,1
13,4,Cloud Computing,3,1
13,4,Cloud Computing,4,0
13,4,Cloud Computing,5,1
13,4,Cloud Computing,6,1
13,4,Cloud Computing,7,0
13,4,Cloud Computing,8,1
13,4,Cloud Computing,9,1
13,4,Cloud Computing,10,0
13,5,Java Full Stack,1,1
13,5,Java Full Stack,2,1
13,5,Java Full Stack,3,0
13,5,Java Full Stack,4,1
13,5,Java Full Stack,5,1
13,5,Java Full Stack,6,0
13,5,Java Full Stack,7,1
13,5,Java Full Stack,8,1
13,5,Java Full Stack,9,0
13,5,Java Full Stack,10,1
14,1,Major Project,1,1
14,1,Major Project,2,1
14,1,Major Project,3,0
14,1,Major Project,4,1
14,1,Major Project,5,1
14,1,Major Project,6,1
14,1,Major Project,7,1
14,1,Major Project,8,1
14,1,Major Project,9,1
14,1,Major Project,10,1
14,2,Maths,1,1
14,2,Maths,2,1
14,2,Maths,3,1
14,2,Maths,4,1
14,2,Maths,5,1
14,2,Maths,6,1
14,2,Maths,7,1
14,2,Maths,8,1
14,2,Maths,9,1
14,2,Maths,10,1
14,3,Data Analytics,1,1
14,3,Data Analytics,2,1
14,3,Data Analytics,3,1
14,3,Data Analytics,4,0
14,3,Data Analytics,5,1
14,3,Data Analytics,6,1
14,3,Data Analytics,7,0
14,3,Data Analytics,8,1
14,3,Data Analytics,9,1
14,3,Data Analytics,10,1
14,4,Cloud Computing,1,1
14,4,Cloud Computing,2,1
14,4,Cloud Computing,3,0
14,4,Cloud Computing,4,1
14,4,Cloud Computing,5,1
14,4,Cloud Computing,6,0
14,4,Cloud Computing,7,1
14,4,Cloud Computing,8,1
14,4,Cloud Computing,9,0
14,4,Cloud Computing,10,1
14,5,Java Full Stack,1,1
14,5,Java Full Stack,2,0
14,5,Java Full Stack,3,1
14,5,Java Full Stack,4,1
14,5,Java Full Stack,5,0
14,5,Java Full Stack,6,1
14,5,Java Full Stack,7,1
14,5,Java Full Stack,8,0
14,5,Java Full Stack,9,1
14,5,Java Full Stack,10,1
15,1,Major Project,1,1
15,1,Major Project,2,1
15,1,Major Project,3,1
15,1,Major Project,4,1
15,1,Major Project,5,1
15,1,Major Project,6,1
15,1,Major Project,7,1
15,1,Major Project,8,1
15,1,Major Project,9,1
15,1,Major Project,10,1
15,2,Maths,1,1
15,2,Maths,2,1
15,2,Maths,3,1
15,2,Maths,4,1
15,2,Maths,5,1
15,2,Maths,6,1
15,2,Maths,7,1
15,2,Maths,8,1
15,2,Maths,9,1
15,2,Maths,10,1
15,3,Data Analytics,1,1
15,3,Data Analytics,2,1
15,3,Data Analytics,3,1
15,3,Data Analytics,4,1
15,3,Data Analytics,5,1
15,3,Data Analytics,6,1
15,3,Data Analytics,7,1
15,3,Data Analytics,8,1
15,3,Data Analytics,9,0
15,3,Data Analytics,10,1
15,4,Cloud Computing,1,1
15,4,Cloud Computing,2,0
15,4,Cloud Computing,3,1
15,4,Cloud Computing,4,1
15,4,Cloud Computing,5,0
15,4,Cloud Computing,6,1
15,4,Cloud Computing,7,1
15,4,Cloud Computing,8,0
15,4,Cloud Computing,9,1
15,4,Cloud Computing,10,1
15,5,Java Full Stack,1,1
15,5,Java Full Stack,2,1
15,5,Java Full Stack,3,1
15,5,Java Full Stack,4,1
15,5,Java Full Stack,5,1
15,5,Java Full Stack,6,1
15,5,Java Full Stack,7,1
15,5,Java Full Stack,8,1
15,5,Java Full Stack,9,1
15,5,Java Full Stack,10,1
16,1,Major Project,1,0
16,1,Major Project,2,1
16,1,Major Project,3,1
16,1,Major Project,4,0
16,1,Major Project,5,1
16,1,Major Project,6,1
16,1,Major Project,7,0
16,1,Major Project,8,1
16,1,Major Project,9,1
16,1,Major Project,10,0
16,2,Maths,1,1
16,2,Maths,2,1
16,2,Maths,3,1
16,2,Maths,4,1
16,2,Maths,5,1
16,2,Maths,6,1
16,2,Maths,7,1
16,2,Maths,8,1
16,2,Maths,9,1
16,2,Maths,10,1
16,3,Data Analytics,1,1
16,3,Data Analytics,2,1
16,3,Data Analytics,3,1
16,3,Data Analytics,4,1
16,3,Data Analytics,5,1
16,3,Data Analytics,6,1
16,3,Data Analytics,7,1
16,3,Data Analytics,8,1
16,3,Data Analytics,9,1
16,3,Data Analytics,10,1
16,4,Cloud Computing,1,1
16,4,Cloud Computing,2,1
16,4,Cloud Computing,3,1
16,4,Cloud Computing,4,1
16,4,Cloud Computing,5,1
16,4,Cloud Computing,6,1
16,4,Cloud Computing,7,1
16,4,Cloud Computing,8,1
16,4,Cloud Computing,9,1
16,4,Cloud Computing,10,1
16,5,Java Full Stack,1,1
16,5,Java Full Stack,2,1
16,5,Java Full Stack,3,1
16,5,Java Full Stack,4,1
16,5,Java Full Stack,5,1
16,5,Java Full Stack,6,1
16,5,Java Full Stack,7,1
16,5,Java Full Stack,8,1
16,5,Java Full Stack,9,1
16,5,Java Full Stack,10,1
17,1,Major Project,1,1
17,1,Major Project,2,1
17,1,Major Project,3,0
17,1,Major Project,4,1
17,1,Major Project,5,1
17,1,Major Project,6,0
17,1,Major Project,7,1
17,1,Major Project,8,1
17,1,Major Project,9,0
17,1,Major Project,10,1
17,2,Maths,1,1
17,2,Maths,2,0
17,2,Maths,3,1
17,2,Maths,4,1
17,2,Maths,5,1
17,2,Maths,6,1
17,2,Maths,7,1
17,2,Maths,8,1
17,2,Maths,9,1
17,2,Maths,10,1
17,3,Data Analytics,1,1
17,3,Data Analytics,2,1
17,3,Data Analytics,3,1
17,3,Data Analytics,4,1
17,3,Data Analytics,5,1
17,3,Data Analytics,6,1
17,3,Data Analytics,7,1
17,3,Data Analytics,8,1
17,3,Data Analytics,9,1
17,3,Data Analytics,10,1
17,4,Cloud Computing,1,1
17,4,Cloud Computing,2,1
17,4,Cloud Computing,3,1
17,4,Cloud Computing,4,1
17,4,Cloud Computing,5,1
17,4,Cloud Computing,6,1
17,4,Cloud Computing,7,1
17,4,Cloud Computing,8,1
17,4,Cloud Computing,9,1
17,4,Cloud Computing,10,1
17,5,Java Full Stack,1,1
17,5,Java Full Stack,2,1
17,5,Java Full Stack,3,1
17,5,Java Full Stack,4,1
17,5,Java Full Stack,5,1
17,5,Java Full Stack,6,1
17,5,Java Full Stack,7,1
17,5,Java Full Stack,8,1
17,5,Java Full Stack,9,1
17,5,Java Full Stack,10,1
18,1,Major Project,1,1
18,1,Major Project,2,1
18,1,Major Project,3,1
18,1,Major Project,4,1
18,1,Major Project,5,0
18,1,Major Project,6,1
18,1,Major Project,7,1
18,1,Major Project,8,0
18,1,Major Project,9,1
18,1,Major Project,10,1
18,2,Maths,1,0
18,2,Maths,2,1
18,2,Maths,3,1
18,2,Maths,4,1
18,2,Maths,5,1
18,2,Maths,6,1
18,2,Maths,7,1
18,2,Maths,8,1
18,2,Maths,9,1
18,2,Maths,10,1
18,3,Data Analytics,1,1
18,3,Data Analytics,2,1
18,3,Data Analytics,3,1
18,3,Data Analytics,4,1
18,3,Data Analytics,5,1
18,3,Data Analytics,6,1
18,3,Data Analytics,7,1
18,3,Data Analytics,8,1
18,3,Data Analytics,9,1
18,3,Data Analytics,10,1
18,4,Cloud Computing,1,1
18,4,Cloud Computing,2,1
18,4,Cloud Computing,3,1
18,4,Cloud Computing,4,1
18,4,Cloud Computing,5,1
18,4,Cloud Computing,6,1
18,4,Cloud Computing,7,1
18,4,Cloud Computing,8,1
18,4,Cloud Computing,9,1
18,4,Cloud Computing,10,1
18,5,Java Full Stack,1,1
18,5,Java Full Stack,2,1
18,5,Java Full Stack,3,1
18,5,Java Full Stack,4,1
18,5,Java Full Stack,5,1
18,5,Java Full Stack,6,1
18,5,Java Full Stack,7,1
18,5,Java Full Stack,8,1
18,5,Java Full Stack,9,1
18,5,Java Full Stack,10,1
19,1,Major Project,1,0
19,1,Major Project,2,1
19,1,Major Project,3,1
19,1,Major Project,4,0
19,1,Major Project,5,1
19,1,Major Project,6,1
19,1,Major Project,7,1
19,1,Major Project,8,1
19,1,Major Project,9,1
19,1,Major Project,10,1
19,2,Maths,1,1
19,2,Maths,2,1
19,2,Maths,3,1
19,2,Maths,4,1
19,2,Maths,5,1
19,2,Maths,6,1
19,2,Maths,7,1
19,2,Maths,8,1
19,2,Maths,9,1
19,2,Maths,10,1
19,3,Data Analytics,1,1
19,3,Data Analytics,2,1
19,3,Data Analytics,3,1
19,3,Data Analytics,4,1
19,3,Data Analytics,5,1
19,3,Data Analytics,6,1
19,3,Data Analytics,7,1
19,3,Data Analytics,8,1
19,3,Data Analytics,9,1
19,3,Data Analytics,10,1
19,4,Cloud Computing,1,1
19,4,Cloud Computing,2,1
19,4,Cloud Computing,3,1
19,4,Cloud Computing,4,1
19,4,Cloud Computing,5,1
19,4,Cloud Computing,6,1
19,4,Cloud Computing,7,1
19,4,Cloud Computing,8,1
19,4,Cloud Computing,9,1
19,4,Cloud Computing,10,1
19,5,Java Full Stack,1,1
19,5,Java Full Stack,2,1
19,5,Java Full Stack,3,1
19,5,Java Full Stack,4,1
19,5,Java Full Stack,5,1
19,5,Java Full Stack,6,1
19,5,Java Full Stack,7,1
19,5,Java Full Stack,8,1
19,5,Java Full Stack,9,1
19,5,Java Full Stack,10,1
20,1,Major Project,1,1
20,1,Major Project,2,1
20,1,Major Project,3,0
20,1,Major Project,4,1
20,1,Major Project,5,1
20,1,Major Project,6,0
20,1,Major Project,7,1
20,1,Major Project,8,1
20,1,Major Project,9,1
20,1,Major Project,10,1
20,2,Maths,1,1
20,2,Maths,2,1
20,2,Maths,3,1
20,2,Maths,4,1
20,2,Maths,5,1
20,2,Maths,6,1
20,2,Maths,7,1
20,2,Maths,8,1
20,2,Maths,9,1
20,2,Maths,10,1
20,3,Data Analytics,1,1
